paperid,institutionid,authorids,year
W2962877656,I172901346,"['A5002499751' 'A5048336380' 'A5085691989' 'A5011201234' 'A5003502530'
 'A5065111816' 'A5024876859' 'A5036390415' 'A5044649549']",2018
W2423303641,I172901346,['A5077586102'],2016
W2771598780,I172901346,['A5040304388'],2017
W2903902335,I172901346,['A5056320794' 'A5052757899'],2018
W2908446422,I172901346,['A5060981277'],2018
W2913237155,I172901346,['A5113795127' 'A5097186641'],2017
W4220762432,I172901346,['A5047134722'],2022
W4385633204,I172901346,['A5052750230'],2023
W4386867546,I172901346,['A5007017017'],2023
W3123950026,I172901346,['A5073606577'],2016
W3135111071,I172901346,['A5045953410'],2021
W2739174006,I172901346,['A5074026129' 'A5027631421' 'A5000436968' 'A5062216253'],2017
W2995806052,I172901346,['A5029392627' 'A5063649629'],2019
W4310027466,I172901346,['A5054002352' 'A5059829684'],2022
W4361302750,I172901346,['A5005683089' 'A5069064083'],2023
W4378364138,I172901346,['A5021976012'],2023
W4386095335,I172901346,['A5053135866' 'A5020739873' 'A5011346229'],2023
W4388977871,I172901346,['A5033673468' 'A5022529501' 'A5093332530' 'A5008804279'],2023
W2946966057,I172901346,['A5050300730'],2022
W2964471721,I172901346,['A5090872110'],2019
W2965511824,I172901346,['A5083501821' 'A5074463615'],2019
W2973174887,I172901346,['A5056381940'],2019
W2974814557,I172901346,['A5076670200'],2019
W2994854544,I172901346,['A5028561082' 'A5046841368'],2019
W2995714901,I172901346,['A5050889083' 'A5103023201' 'A5058707172'],2019
W2995732294,I172901346,['A5077118699'],2019
W2996324907,I172901346,['A5091108959'],2019
W2998187506,I172901346,['A5020209777' 'A5036125324'],2019
W3185029455,I172901346,['A5062262247'],2021
W4213162866,I172901346,['A5053351584' 'A5009703353' 'A5082951213'],2022
W4229060495,I172901346,['A5035183576' 'A5008231801' 'A5005671590'],2022
W4237384272,I172901346,['A5076514630' 'A5051380034'],2019
W4293445348,I172901346,['A5028497850'],2022
W3198479763,I172901346,['A5078230759' 'A5067396520' 'A5020625199' 'A5086422032' 'A5051814793'],2021
W3208086257,I172901346,['A5054579045' 'A5044784295'],2021
W2765917764,I172901346,['A5053754926' 'A5021022672'],2017
W2789992204,I172901346,['A5061025303' 'A5043717052'],2018
W2994764379,I172901346,"['A5033633949' 'A5080191903' 'A5055163822' 'A5043379761' 'A5034955474'
 'A5086487226' 'A5085905702' 'A5067420397']",2019
W3135814444,I172901346,['A5000001625'],2021
W3159156219,I172901346,['A5090663685' 'A5007172335' 'A5022200006'],2021
W3175509677,I172901346,['A5011899636'],2021
W2482225389,I172901346,['A5053290910'],2015
W4389658477,I172901346,['A5033291360' 'A5026573575' 'A5093478667'],2023
W4390191334,I172901346,['A5092326524'],2023
W4391776710,I172901346,['A5062044984' 'A5021882673' 'A5061237829'],2024
W4391779698,I172901346,['A5021434467'],2023
W4391815859,I172901346,['A5036614652' 'A5082037027'],2023
W3215055208,I172901346,['A5056781490'],2021
W4306153467,I172901346,['A5063649629'],2022
W4377224682,I172901346,['A5063856037'],2023
W2400047231,I172901346,['A5026561193' 'A5083852771'],2015
W2531030473,I172901346,['A5103249363' 'A5067728539' 'A5032013847' 'A5042062441' 'A5059441798'],2016
W3033502557,I172901346,['A5050065702'],2020
W4200543738,I172901346,['A5020734861'],2021
W2388207874,I172901346,['A5074302405' 'A5020727581'],2016
W2510733207,I172901346,['A5089372593'],2016
W3040248730,I172901346,['A5108347578' 'A5038769195' 'A5055309482' 'A5002459934' 'A5008793074'],2020
W3183837556,I172901346,['A5047694301' 'A5068904468' 'A5010877927' 'A5082685209'],2021
W2965906087,I172901346,['A5020854221'],2019
W2985477186,I172901346,['A5035041078'],2019
W329998802,I172901346,['A5113861006' 'A5084998742' 'A5029734164'],2015
W2615132965,I172901346,['A5018839299' 'A5029760527' 'A5083808886'],2017
W2540825312,I172901346,['A5038157187'],2015
W2914820883,I172901346,"['A5105562981' 'A5029089757' 'A5024950809' 'A5071160455' 'A5071092317'
 'A5008312199']",2019
W2537018879,I172901346,['A5060377262' 'A5054739538'],2016
W2917191057,I172901346,['A5065054794'],2019
W2984492673,I172901346,['A5024664042'],2019
W2791536887,I172901346,['A5053135866' 'A5020739873' 'A5042154547' 'A5029176022'],2018
W2995932077,I172901346,['A5033523646' 'A5068847009' 'A5049285330' 'A5013924583'],2019
W2889525487,I172901346,['A5028570395'],2018
W3102580501,I172901346,['A5076178477'],2016
W4307384497,I172901346,['A5018848022'],2022
W4392793303,I172901346,['A5072894139' 'A5082067931' 'A5052267040' 'A5017034015'],2023
W4392804706,I172901346,['A5026050333' 'A5020214916'],2023
W4392827522,I172901346,['A5049473823' 'A5105929673' 'A5026050333' 'A5020214916'],2023
W4296306936,I172901346,['A5038365233'],2022
W4400282044,I172901346,['A5033482000'],2024
W4401520105,I172901346,['A5073415745'],2024
W3098968881,I172901346,['A5015779508'],2019
W3159316376,I172901346,"['A5026881278' 'A5001084067' 'A5031648510' 'A5001493497' 'A5044368778'
 'A5033947084']",2021
W4251588373,I172901346,['A5061944308' 'A5028968910'],2016
W4404878838,I172901346,['A5046179892'],2024
W2992463320,I172901346,['A5010603425' 'A5007469669'],2019
W2618425546,I172901346,['A5036802056' 'A5104101567' 'A5006796762'],2017
W2735006525,I172901346,['A5087691744'],2018
W2885228352,I172901346,['A5017883916'],2018
W3119424458,I172901346,['A5041435927' 'A5017832500'],2021
W3186079597,I172901346,['A5028983279'],2021
W2267726058,I172901346,['A5085642631' 'A5109554514'],2016
W2273701044,I172901346,['A5016221303'],2015
W2072785746,I172901346,['A5005647628'],2015
W2256367905,I172901346,['A5072654278'],2015
W2887718102,I172901346,"['A5010479387' 'A5033523646' 'A5115593674' 'A5046152300' 'A5016827795'
 'A5054143170' 'A5047703127' 'A5063649629' 'A5009827492' 'A5060972907'
 'A5008804279' 'A5022529501']",2018
W2942999426,I172901346,['A5108036173'],2019
W2925963986,I172901346,['A5085653114'],2019
W2951494951,I172901346,['A5063971899'],2019
W2183293613,I172901346,['A5004135569' 'A5049758545'],2015
W2774686686,I172901346,['A5080696947'],2017
W2803784843,I172901346,['A5049458503'],2018
W2945367547,I172901346,['A5067420397' 'A5080191903'],2019
W3047768426,I172901346,['A5041123888'],2020
W3130275161,I172901346,['A5005895283' 'A5035054300' 'A5023950095' 'A5001933287' 'A5076862766'],2021
W3165552521,I172901346,['A5071843842' 'A5043204448' 'A5074049936' 'A5038559062'],2021
W4319319447,I172901346,['A5077586102'],2023
W4362506327,I172901346,"['A5048336380' 'A5085691989' 'A5026879622' 'A5038263721' 'A5001052361'
 'A5015797934']",2023
W4382052831,I172901346,['A5034264652'],2023
W4385804125,I172901346,['A5048582814'],2023
W4388637246,I172901346,"['A5074385712' 'A5035129369' 'A5002046780' 'A5103098762' 'A5018016556'
 'A5085763971' 'A5100348116' 'A5065974941' 'A5005021202' 'A5002925638']",2023
W4390639313,I172901346,['A5060145253' 'A5029775317'],2024
W4391538528,I172901346,['A5090803623'],2024
W4394997485,I172901346,['A5110636870' 'A5015990193'],2024
W2758297264,I172901346,['A5082015820'],2017
W2883218565,I172901346,['A5112377113' 'A5065458320'],2018
W3142086307,I172901346,['A5028396309'],2021
W4280532693,I172901346,"['A5053163108' 'A5029358482' 'A5065601132' 'A5055366242' 'A5107890641'
 'A5085929652' 'A5053290910' 'A5076463431']",2022
W3027160073,I172901346,['A5041105895'],2020
W3199409771,I172901346,['A5049458503' 'A5068847009'],2021
W3123414957,I172901346,['A5038627423' 'A5007522290'],2015
W3185358466,I172901346,['A5112420185' 'A5027724136' 'A5085905417' 'A5019016750'],2021
W3185783881,I172901346,['A5063011565' 'A5110256046' 'A5034766561' 'A5109596561'],2021
W4255635571,I172901346,['A5085691989'],2016
W4307637296,I172901346,['A5073780897'],2022
W4312263729,I172901346,['A5006642794'],2022
W2272822942,I172901346,['A5080186842' 'A5070747987' 'A5038920470'],2015
W2406175183,I172901346,['A5018093204'],2015
W2792820306,I172901346,['A5083037087' 'A5071843867' 'A5102879001' 'A5052367454'],2018
W2801866990,I172901346,['A5078601980'],2018
W2947221434,I172901346,['A5030229683'],2019
W3138652416,I172901346,['A5019647516'],2020
W3201822796,I172901346,['A5012013307' 'A5007095667'],2021
W2989775620,I172901346,['A5038934237'],2019
W1614593081,I172901346,['A5041346408'],2015
W2013248435,I172901346,['A5009485369' 'A5007491554'],2015
W2018826815,I172901346,['A5050998381'],2015
W2321347790,I172901346,['A5027898366'],2016
W2309464245,I172901346,['A5026485538' 'A5044188995' 'A5057732267'],2015
W3145504532,I172901346,['A5064557089'],2021
W3162464207,I172901346,['A5047493806'],2021
W3167378179,I172901346,['A5037578723'],2021
W3179699253,I172901346,['A5074012619' 'A5113570799'],2021
W3191484737,I172901346,['A5080101121'],2021
W3192027787,I172901346,['A5005195753' 'A5018680275' 'A5085912962'],2021
W2585796382,I172901346,['A5086683533'],2017
W3086027799,I172901346,['A5066944362'],2019
W3115481408,I172901346,['A5048570599'],2024
W3118875328,I172901346,['A5076262987' 'A5085527484'],2021
W3124147715,I172901346,['A5058722857'],2017
W2519208607,I172901346,['A5080768300' 'A5091715439'],2016
W2531068390,I172901346,['A5103473073' 'A5100773010'],2016
W2546623405,I172901346,['A5082100348' 'A5033687472' 'A5001623965' 'A5024801884'],2016
W2977713055,I172901346,['A5050473505' 'A5056840498' 'A5051699991' 'A5086655828'],2019
W3105580375,I172901346,['A5001254372'],2016
W2511567375,I172901346,['A5006840466'],2016
W2797382267,I172901346,['A5005523800'],2018
W2801639618,I172901346,['A5089372593'],2018
W4237831190,I172901346,['A5028570395' 'A5030425308'],2019
W4206533151,I172901346,['A5041123888'],2022
W4283707406,I172901346,['A5032853156' 'A5004079843' 'A5029392627' 'A5068473235'],2022
W4303856674,I172901346,['A5063856037' 'A5079889148' 'A5086022271' 'A5070606522' 'A5108284953'],2022
W4319786320,I172901346,['A5074738902'],2023
W2271889716,I172901346,['A5032791596' 'A5009381208'],2018
W2742387119,I172901346,['A5018686613' 'A5050495851' 'A5050889083'],2017
W2949213990,I172901346,['A5035251183' 'A5073353012' 'A5007450906'],2019
W3169157327,I172901346,['A5008385483' 'A5034302655'],2021
W4400613647,I172901346,['A5007324974'],2024
W2768253302,I172901346,['A5083501821' 'A5041539779' 'A5066515109' 'A5059654454'],2017
W3014184709,I172901346,['A5024426097'],2020
W2786028068,I172901346,['A5060777311' 'A5033368832'],2017
W2789528645,I172901346,['A5003180256'],2017
W2793394133,I172901346,['A5030978158'],2018
W4285266623,I172901346,['A5109576809' 'A5112895451'],2022
W4297215636,I172901346,['A5109059786'],2022
W2303686291,I172901346,['A5081133993' 'A5027638412'],2016
W2346091538,I172901346,['A5064181319' 'A5064199838' 'A5103105296' 'A5034750104'],2015
W2805576645,I172901346,['A5007659009'],2018
W3049518318,I172901346,"['A5050889083' 'A5052808695' 'A5061918932' 'A5082865215' 'A5090960041'
 'A5052808695' 'A5016391535']",2020
W3112643365,I172901346,['A5020214916'],2020
W2195818521,I172901346,['A5065111816' 'A5038474180' 'A5019910201'],2015
W2903949713,I172901346,['A5037819137' 'A5063682284' 'A5072108004' 'A5044509984'],2018
W2946062606,I172901346,['A5081883629'],2019
W2017224926,I172901346,['A5008030133'],2015
W2747299068,I172901346,['A5043077089' 'A5113849157' 'A5048277138'],2017
W2978096676,I172901346,['A5071160455' 'A5026058446'],2019
W3002829977,I172901346,['A5055700936'],2020
W4286231616,I172901346,['A5008117793'],2022
W4288442474,I172901346,['A5017991162' 'A5082993256'],2022
W4292870299,I172901346,['A5008312199'],2022
W4293173567,I172901346,['A5091795977'],2022
W4293576756,I172901346,['A5103108008'],2022
W4297996727,I172901346,['A5046758166'],2022
W3002383567,I172901346,['A5112501695'],2019
W4205712004,I172901346,['A5016425865'],2021
W4378213149,I172901346,['A5077586102' 'A5068515050'],2023
W4378220612,I172901346,['A5072654278'],2023
W4384202136,I172901346,['A5071347106'],2023
W4384339708,I172901346,['A5064573871' 'A5057941022'],2023
W4386932614,I172901346,['A5005941139' 'A5092916923'],2023
W4387670264,I172901346,['A5035168860' 'A5040400189'],2023
W4388968732,I172901346,['A5110424583' 'A5051510722' 'A5082267492' 'A5078875152'],2023
W4389107854,I172901346,['A5077048755' 'A5011879193' 'A5008185864'],2023
W4389348557,I172901346,['A5089912607' 'A5018859763' 'A5035646207' 'A5068494103' 'A5054067897'],2023
W4394749022,I172901346,['A5055974718' 'A5068224948' 'A5093439909'],2023
W2970379926,I172901346,['A5049191055' 'A5041778391'],2019
W3003096527,I172901346,['A5014802378'],2020
W3042132214,I172901346,['A5015069184'],2020
W3119397137,I172901346,['A5082552325'],2020
W4253059551,I172901346,['A5082598900'],2020
W2802411023,I172901346,"['A5113594342' 'A5030503766' 'A5019992620' 'A5075475281' 'A5053341489'
 'A5012497866']",2018
W2803658404,I172901346,['A5109386886' 'A5006066879'],2018
W2881295405,I172901346,['A5083254937'],2018
W2885858523,I172901346,['A5112489183'],2017
W4392156006,I172901346,['A5032329187' 'A5094002320' 'A5111287836'],2024
W1899771539,I172901346,['A5001115050'],2015
W2900723379,I172901346,['A5001115050'],2018
W4205685842,I172901346,['A5043517772'],2021
W4309436823,I172901346,['A5074738902'],2022
W4311666686,I172901346,['A5045131182' 'A5114037008'],2022
W4312078104,I172901346,['A5071053457'],2022
W4312229768,I172901346,['A5087632276'],2022
W4312327892,I172901346,['A5091248344'],2021
W4312391469,I172901346,['A5072894139' 'A5082067931' 'A5017034015' 'A5052267040'],2022
W4312456509,I172901346,['A5069174347'],2022
W4312675982,I172901346,['A5109581074'],2022
W4312754749,I172901346,['A5046807075'],2019
W4312973167,I172901346,['A5042381858' 'A5086743034' 'A5035796170'],2022
W4313800362,I172901346,['A5028791836'],2022
W4315696106,I172901346,['A5052294653' 'A5017839918'],2022
W4315796931,I172901346,['A5113032003' 'A5088378847'],2023
W4318263797,I172901346,['A5019677740'],2022
W4319296198,I172901346,['A5042397222' 'A5077627028'],2023
W4319436378,I172901346,['A5030916028' 'A5011332346' 'A5002020170'],2022
W4392667441,I172901346,['A5030766012' 'A5013820127'],2024
W4392669561,I172901346,['A5101005465'],2023
W4392970881,I172901346,['A5113147172'],2024
W3195494003,I172901346,['A5049622748' 'A5031133005' 'A5063320194' 'A5063235859'],2021
W3197229857,I172901346,['A5044597123' 'A5022435647' 'A5079934705' 'A5001688855' 'A5090504781'],2021
W3199119365,I172901346,['A5065013806'],2021
W2971731017,I172901346,['A5062156405'],2019
W2973342589,I172901346,['A5042138891'],2019
W3006627576,I172901346,['A5018899667'],2019
W2907930984,I172901346,['A5045105250'],2017
W2755536413,I172901346,['A5073043012' 'A5086481029' 'A5033723699' 'A5007833654' 'A5052199905'],2017
W3193527755,I172901346,['A5080192362' 'A5046087130' 'A5052268055'],2021
W4211093307,I172901346,['A5065968424'],2016
W4240043482,I172901346,['A5079725820' 'A5046642817' 'A5007852031' 'A5005007948'],2019
W3007766174,I172901346,['A5085227127' 'A5075061764' 'A5111488590' 'A5103891609'],2020
W3010975797,I172901346,['A5112351335'],2020
W3039583014,I172901346,['A5028222327'],2020
W2947680692,I172901346,['A5035646207' 'A5079378718' 'A5070511295' 'A5044129880'],2019
W2750188138,I172901346,['A5042445226'],2015
W4392243671,I172901346,['A5018859763' 'A5035646207' 'A5075146716' 'A5054067897' 'A5089912607'],2024
W3015473161,I172901346,['A5028750791'],2020
W2521381399,I172901346,['A5014120737'],2017
W2898659010,I172901346,['A5051097609' 'A5110581584'],2018
W2766143170,I172901346,['A5083175703' 'A5047874759'],2017
W2907630348,I172901346,['A5066515109'],2018
W2983684505,I172901346,['A5049610561' 'A5011370278' 'A5028561082' 'A5084990955'],2019
W3023177828,I172901346,['A5031478939' 'A5084512004'],2020
W2957435049,I172901346,['A5030319539'],2019
W3081793737,I172901346,['A5032040695' 'A5010877927'],2020
W2762624328,I172901346,['A5110539252'],2017
W2770675674,I172901346,['A5074653152' 'A5022034272'],2017
W2779641459,I172901346,['A5090872110'],2017
W641771184,I172901346,['A5060377262' 'A5054739538'],2015
W1908731448,I172901346,['A5085691989'],2015
W2532341513,I172901346,"['A5084909084' 'A5061389109' 'A5057938206' 'A5045896827' 'A5037338542'
 'A5038934237' 'A5033533538']",2016
W3047040017,I172901346,['A5012998612' 'A5086790197' 'A5049458503'],2020
W4400735934,I172901346,['A5053246341' 'A5066195595'],2024
W3037691583,I172901346,['A5061443609'],2020
W4388849626,I172901346,['A5015876222' 'A5005373429' 'A5113920360'],2023
W4317233622,I172901346,['A5085227127' 'A5048770752' 'A5086709883'],2023
W4386969589,I172901346,['A5088815615'],2023
W4284692237,I172901346,['A5074738902' 'A5036291084' 'A5077510772' 'A5066511980' 'A5007319318'],2022
W4367300015,I172901346,['A5013472997'],2023
W4372079661,I172901346,['A5068010963' 'A5049473823' 'A5105929673' 'A5026050333' 'A5020214916'],2023
W4246465458,I172901346,['A5065961885'],2019
W4323568319,I172901346,['A5015799281' 'A5000342321' 'A5074820977' 'A5040970939'],2023
W2560340864,I172901346,['A5070511295'],2016
W3023468408,I172901346,['A5000811161' 'A5012330698'],2020
W3042720529,I172901346,['A5049458503' 'A5079480067' 'A5043390409'],2020
W3097958237,I172901346,['A5015876222' 'A5088359657' 'A5109946991'],2020
W3114363983,I172901346,['A5044592065'],2020
W4293800181,I172901346,['A5013971196'],2021
W4296825672,I172901346,['A5048924419' 'A5054744381'],2022
W3211507372,I172901346,"['A5003820395' 'A5101643710' 'A5062728029' 'A5091301703' 'A5004506787'
 'A5040735002' 'A5054403686']",2021
W2475545204,I172901346,['A5045172496' 'A5012913220'],2015
W2552830381,I172901346,['A5038573917' 'A5046678945' 'A5035015469' 'A5035925099'],2015
W2563376551,I172901346,['A5077811157'],2016
W2625874662,I172901346,['A5076316656'],2017
W2272197629,I172901346,['A5001651699' 'A5065731789'],2016
W2346797303,I172901346,['A5028477790' 'A5058451210'],2016
W2530146525,I172901346,['A5030229683'],2016
W2583775225,I172901346,['A5041237351' 'A5109362845' 'A5054675953'],2016
W2618086632,I172901346,['A5084330621'],2017
W2996914046,I172901346,['A5013988421'],2019
W4205227389,I172901346,['A5072654278'],2022
W4229067756,I172901346,['A5006826823'],2022
W2765663442,I172901346,['A5004025640'],2019
W2777137090,I172901346,['A5065035598' 'A5112318778' 'A5057287803'],2017
W2887830626,I172901346,['A5060279184'],2018
W2956044127,I172901346,['A5000811161' 'A5034394706'],2019
W2299177708,I172901346,['A5027051019' 'A5046747647'],2016
W4307425934,I172901346,['A5042713027'],2022
W4387520649,I172901346,['A5053351584'],2023
W2951903578,I172901346,['A5083501821' 'A5015867111'],2019
W2929155672,I172901346,['A5037145743' 'A5084677774'],2019
